P001001	P001001	True	TOTAL POPULATION 
P002001	P002001	True	URBAN AND RURAL 
P002002	P002002	True	URBAN AND RURAL	Urban:
P002003	P002003	True	URBAN AND RURAL	Urban:	Inside urbanized areas
P002004	P002004	True	URBAN AND RURAL	Urban:	Inside urban clusters
P002005	P002005	True	URBAN AND RURAL	Rural
P002006	P002006	True	URBAN AND RURAL	Not defined for this file
P007001	P003001	True	RACE 
P007002	P003002	True	RACE	White alone
P007003	P003003	True	RACE	Black or African American alone
P007004	P003004	True	RACE	American Indian and Alaska Native alone
P007005	P003005	True	RACE	Asian alone
P007006	P003006	True	RACE	Native Hawaiian and Other Pacific Islander alone
P007007	P003007	True	RACE	Some Other Race alone
P007008	P003008	True	RACE	Two or More Races
P001001	P004001	True	HISPANIC OR LATINO ORIGIN 
P001001-P011001	P004002	True	HISPANIC OR LATINO ORIGIN	Not Hispanic or Latino
P011001	P004003	True	HISPANIC OR LATINO ORIGIN	Hispanic or Latino
P008001	P005001	True	HISPANIC OR LATINO ORIGIN BY RACE 
P008002	P005002	True	HISPANIC OR LATINO ORIGIN BY RACE	Not Hispanic or Latino:
P008003	P005003	True	HISPANIC OR LATINO ORIGIN BY RACE	Not Hispanic or Latino:	White alone
P008004	P005004	True	HISPANIC OR LATINO ORIGIN BY RACE	Not Hispanic or Latino:	Black or African American alone
P008005	P005005	True	HISPANIC OR LATINO ORIGIN BY RACE	Not Hispanic or Latino:	American Indian and Alaska Native alone
P008006	P005006	True	HISPANIC OR LATINO ORIGIN BY RACE	Not Hispanic or Latino:	Asian alone
P008007	P005007	True	HISPANIC OR LATINO ORIGIN BY RACE	Not Hispanic or Latino:	Native Hawaiian and Other Pacific Islander alone
P008008	P005008	True	HISPANIC OR LATINO ORIGIN BY RACE	Not Hispanic or Latino:	Some Other Race alone
P008009	P005009	True	HISPANIC OR LATINO ORIGIN BY RACE	Not Hispanic or Latino:	Two or More Races
P008010	P005010	True	HISPANIC OR LATINO ORIGIN BY RACE	Hispanic or Latino:
P008011	P005011	True	HISPANIC OR LATINO ORIGIN BY RACE	Hispanic or Latino:	White alone
P008012	P005012	True	HISPANIC OR LATINO ORIGIN BY RACE	Hispanic or Latino:	Black or African American alone
P008013	P005013	True	HISPANIC OR LATINO ORIGIN BY RACE	Hispanic or Latino:	American Indian and Alaska Native alone
P008014	P005014	True	HISPANIC OR LATINO ORIGIN BY RACE	Hispanic or Latino:	Asian alone
P008015	P005015	True	HISPANIC OR LATINO ORIGIN BY RACE	Hispanic or Latino:	Native Hawaiian and Other Pacific Islander alone
P008016	P005016	True	HISPANIC OR LATINO ORIGIN BY RACE	Hispanic or Latino:	Some Other Race alone
P008017	P005017	True	HISPANIC OR LATINO ORIGIN BY RACE	Hispanic or Latino:	Two or More Races
P009001	P006001	True	RACE (TOTAL RACES TALLIED) 
P009002	P006002	True	RACE (TOTAL RACES TALLIED)	White alone or in combination with one or more other races
P009003	P006003	True	RACE (TOTAL RACES TALLIED)	Black or African American alone or in combination with one or more other races
P009004	P006004	True	RACE (TOTAL RACES TALLIED)	American Indian and Alaska Native alone or in combination with one or more other races
P009005	P006005	True	RACE (TOTAL RACES TALLIED)	Asian alone or in combination with one or more other races
P009006	P006006	True	RACE (TOTAL RACES TALLIED)	Native Hawaiian and Other Pacific Islander alone or in combination with one or more other races
P009007	P006007	True	RACE (TOTAL RACES TALLIED)	Some Other Race alone or in combination with one or more other races
P010001	P007001	True	HISPANIC OR LATINO ORIGIN BY RACE (TOTAL RACES TALLIED) 
P010002	P007002	True	HISPANIC OR LATINO ORIGIN BY RACE (TOTAL RACES TALLIED)	Not Hispanic or Latino:
P010003	P007003	True	HISPANIC OR LATINO ORIGIN BY RACE (TOTAL RACES TALLIED)	Not Hispanic or Latino:	White alone or in combination with one or more other races
P010004	P007004	True	HISPANIC OR LATINO ORIGIN BY RACE (TOTAL RACES TALLIED)	Not Hispanic or Latino:	Black or African American alone or in combination with one or more other races
P010005	P007005	True	HISPANIC OR LATINO ORIGIN BY RACE (TOTAL RACES TALLIED)	Not Hispanic or Latino:	American Indian and Alaska Native alone or in combination with one or more other races
P010006	P007006	True	HISPANIC OR LATINO ORIGIN BY RACE (TOTAL RACES TALLIED)	Not Hispanic or Latino:	Asian alone or in combination with one or more other races
P010007	P007007	True	HISPANIC OR LATINO ORIGIN BY RACE (TOTAL RACES TALLIED)	Not Hispanic or Latino:	Native Hawaiian and Other Pacific Islander alone or in combination with one or more other races
P010008	P007008	True	HISPANIC OR LATINO ORIGIN BY RACE (TOTAL RACES TALLIED)	Not Hispanic or Latino:	Some Other Race alone or in combination with one or more other races
P010009	P007009	True	HISPANIC OR LATINO ORIGIN BY RACE (TOTAL RACES TALLIED)	Hispanic or Latino:
P010010	P007010	True	HISPANIC OR LATINO ORIGIN BY RACE (TOTAL RACES TALLIED)	Hispanic or Latino:	White alone or in combination with one or more other races
P010011	P007011	True	HISPANIC OR LATINO ORIGIN BY RACE (TOTAL RACES TALLIED)	Hispanic or Latino:	Black or African American alone or in combination with one or more other races
P010012	P007012	True	HISPANIC OR LATINO ORIGIN BY RACE (TOTAL RACES TALLIED)	Hispanic or Latino:	American Indian and Alaska Native alone or in combination with one or more other races
P010013	P007013	True	HISPANIC OR LATINO ORIGIN BY RACE (TOTAL RACES TALLIED)	Hispanic or Latino:	Asian alone or in combination with one or more other races
P010014	P007014	True	HISPANIC OR LATINO ORIGIN BY RACE (TOTAL RACES TALLIED)	Hispanic or Latino:	Native Hawaiian and Other Pacific Islander alone or in combination with one or more other races
P010015	P007015	True	HISPANIC OR LATINO ORIGIN BY RACE (TOTAL RACES TALLIED)	Hispanic or Latino:	Some Other Race alone or in combination with one or more other races
P003001	P008001	True	RACE 
P003002	P008002	True	RACE	Population of one race:
P003003	P008003	True	RACE	Population of one race:	White alone
P003004	P008004	True	RACE	Population of one race:	Black or African American alone
P003005	P008005	True	RACE	Population of one race:	American Indian and Alaska Native alone
P003006	P008006	True	RACE	Population of one race:	Asian alone
P003007	P008007	True	RACE	Population of one race:	Native Hawaiian and Other Pacific Islander alone
P003008	P008008	True	RACE	Population of one race:	Some Other Race alone
P003009	P008009	True	RACE	Two or More Races:    
P003010	P008010	True	RACE	Two or More Races:	Population of two races:
P003069	P008069	True	RACE	Two or More Races:	Population of five races:	Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race
P003070	P008070	True	RACE	Two or More Races:	Population of six races:
P003071	P008071	True	RACE	Two or More Races:	Population of six races:	White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race
P004001	P009001	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE 
P004002	P009002	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Hispanic or Latino
P004003	P009003	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:
P004004	P009004	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Population of one race:
P004005	P009005	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Population of one race:	White alone
P004006	P009006	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Population of one race:	Black or African American alone
P004007	P009007	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Population of one race:	American Indian and Alaska Native alone
P004008	P009008	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Population of one race:	Asian alone
P004009	P009009	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Population of one race:	Native Hawaiian and Other Pacific Islander alone
P004010	P009010	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Population of one race:	Some Other Race alone
P004011	P009011	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:    
P004012	P009012	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of two races:
P004013	P009013	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of two races:	White; Black or African American
P004014	P009014	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of two races:	White; American Indian and Alaska Native 
P004015	P009015	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of two races:	White; Asian
P004016	P009016	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of two races:	White; Native Hawaiian and Other Pacific Islander
P004017	P009017	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of two races:	White; Some Other Race
P004018	P009018	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of two races:	Black or African American; American Indian and Alaska Native 
P004019	P009019	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of two races:	Black or African American; Asian
P004020	P009020	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of two races:	Black or African American; Native Hawaiian and Other Pacific Islander
P004021	P009021	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of two races:	Black or African American; Some Other Race
P004022	P009022	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of two races:	American Indian and Alaska Native; Asian
P004023	P009023	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of two races:	American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander
P004024	P009024	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of two races:	American Indian and Alaska Native; Some Other Race
P004025	P009025	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of two races:	Asian; Native Hawaiian and Other Pacific Islander
P004026	P009026	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of two races:	Asian; Some Other Race
P004027	P009027	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of two races:	Native Hawaiian and Other Pacific Islander; Some Other Race
P004028	P009028	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of three races:
P004029	P009029	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of three races:	White; Black or African American; American Indian and Alaska Native 
P004030	P009030	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of three races:	White; Black or African American; Asian
P004031	P009031	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of three races:	White; Black or African American; Native Hawaiian and Other Pacific Islander
P004032	P009032	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of three races:	White; Black or African American; Some Other Race
P004033	P009033	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of three races:	White; American Indian and Alaska Native; Asian
P004034	P009034	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of three races:	White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander
P004035	P009035	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of three races:	White; American Indian and Alaska Native; Some Other Race
P004036	P009036	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of three races:	White; Asian; Native Hawaiian and Other Pacific Islander
P004037	P009037	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of three races:	White; Asian; Some Other Race
P004038	P009038	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of three races:	White; Native Hawaiian and Other Pacific Islander; Some Other Race
P004039	P009039	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of three races:	Black or African American; American Indian and Alaska Native; Asian
P004040	P009040	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of three races:	Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander
P004041	P009041	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of three races:	Black or African American; American Indian and Alaska Native; Some Other Race
P004042	P009042	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of three races:	Black or African American; Asian; Native Hawaiian and Other Pacific Islander
P004043	P009043	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of three races:	Black or African American; Asian; Some Other Race
P004044	P009044	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of three races:	Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race
P004045	P009045	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of three races:	American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander 
P004046	P009046	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of three races:	American Indian and Alaska Native; Asian; Some Other Race
P004047	P009047	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of three races:	American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race
P004048	P009048	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of three races:	Asian; Native Hawaiian and Other Pacific Islander; Some Other Race
P004049	P009049	True	HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE	Not Hispanic or Latino:	Two or More Races:	Population of four races:
